"","x"
"text.23.meta.datetimestamp.wday","3"
"text.23.meta.datetimestamp.yday","37"
"text.23.meta.datetimestamp.isdst","0"
"text.23.meta.datetimestamp.zone","GMT"
"text.23.meta.datetimestamp.gmtoff","0"
"text.23.meta.id","23"
"text.23.meta.language","en"
"text.24.content","the global sarscov pandemic prompted rapid development covid vaccines although several vaccines received emergency approval various public health agencies sarscov pandemic continues emergent variants concern waning immunity vaccinated evidence vaccines may prevent transmission inequity vaccine distribution driven continued development vaccines sarscov address public health needs in report evaluated novel selfamplifying replicon rna vaccine sarscov pigtail macaque model covid disease we found vaccine elicited strong binding neutralizing antibody responses homologous virus we also observed broad binding antibody heterologous contemporary ancestral strains neutralizing antibody responses primarily targeted vaccinehomologous strain while binding antibody responses sustained neutralizing antibody waned undetectable levels animals six months rapidly recalled conferred protection disease animals challenged  months vaccination evident reduced viral replication pathology lower respiratory tract reduced viral shedding nasal cavity lower concentrations proinflammatory cytokines lung cumulatively data demonstrate pigtail macaques selfamplifying replicon rna vaccine can elicit durable protective immunity sarscov infection furthermore data provide evidence vaccine can provide durable protective efficacy reduce viral shedding even neutralizing antibody responses waned undetectable levels copyright this open access article free copyright may freely reproduced distributed transmitted modified built upon otherwise used anyone lawful purpose the work made available creative commons cc public domain dedication"
"text.24.meta.datetimestamp.sec","16.6042070388794"
"text.24.meta.datetimestamp.min","36"
"text.24.meta.datetimestamp.hour","5"
"text.24.meta.datetimestamp.mday","7"
"text.24.meta.datetimestamp.mon","1"
"text.24.meta.datetimestamp.year","124"
"text.24.meta.datetimestamp.wday","3"
"text.24.meta.datetimestamp.yday","37"
"text.24.meta.datetimestamp.isdst","0"
"text.24.meta.datetimestamp.zone","GMT"
"text.24.meta.datetimestamp.gmtoff","0"
"text.24.meta.id","24"
"text.24.meta.language","en"
"text.25.content","background while covid vaccine protects people serious illness death remains concern lift highcost strict nonpharmaceutical interventions npis this study examined joint effect vaccine coverage npis control local sporadic resurgence covid cases methods between july  january  collected largescale testing information case number imported covid patients website national health commission china a compartment model developed identify level vaccine coverage allow safe relaxation npis vaccination strategies can best achieve level coverage we applied monte carlo simulation   times remove random fluctuation effects obtain fittedpredicted epidemic curve based various parameters  confidence interval time point results we found vaccination coverage  needed safe relaxation npis vaccine effectiveness  the total number incidence cases key groups firstly strategy  times higher accelerated vaccination strategy it needed  months fully relax npis key groups firstly strategy implemented  months needed accelerated vaccination strategy if combined two strategies  months needed achieve vaccine coverage threshold fully relaxation npis sensitivity analyses results shown higher transmission rate virus lower annual vaccine supply difficult epidemic control when transmission rate increased  vaccination effectiveness rate decreased   months needed reduce number total incidence cases  conclusions as vaccine coverage improves npis can gradually relaxed until threshold reached however strict npis still needed control epidemic the transmissible sarscov variant led higher resurgence probability indicates importance accelerated vaccination achieving vaccine coverage earlier graphical abstract figure available see fulltext ©  the authors"
"text.25.meta.datetimestamp.sec","16.60426902771"
"text.25.meta.datetimestamp.min","36"
"text.25.meta.datetimestamp.hour","5"
"text.25.meta.datetimestamp.mday","7"
"text.25.meta.datetimestamp.mon","1"
"text.25.meta.datetimestamp.year","124"
"text.25.meta.datetimestamp.wday","3"
"text.25.meta.datetimestamp.yday","37"
"text.25.meta.datetimestamp.isdst","0"
"text.25.meta.datetimestamp.zone","GMT"
"text.25.meta.datetimestamp.gmtoff","0"
"text.25.meta.id","25"
"text.25.meta.language","en"
"text.26.content","the unprecedented coronavirus disease  covid pandemic caused disaster public health last  years without sign ending various vaccines developed rapidly soon outbreak occurred clinical trials demonstrated reactogenicity immunogenicity protection efficacy humans vaccines approved clinical use however waves infections recently circulating omicron variant still occur newly emerging variants especially variants concern waning humoral responses pose serious challenges control covid pandemic previously summarized humoral cellular immunity safety profiles protection efficacy covid vaccines clinical data published  may  in review summarize update published clinical data covid vaccines candidates  december  ©  the authors published oxford university press behalf the japanese society immunology all rights reserved"
"text.26.meta.datetimestamp.sec","16.6042990684509"
"text.26.meta.datetimestamp.min","36"
"text.26.meta.datetimestamp.hour","5"
"text.26.meta.datetimestamp.mday","7"
"text.26.meta.datetimestamp.mon","1"
"text.26.meta.datetimestamp.year","124"
"text.26.meta.datetimestamp.wday","3"
"text.26.meta.datetimestamp.yday","37"
"text.26.meta.datetimestamp.isdst","0"
"text.26.meta.datetimestamp.zone","GMT"
"text.26.meta.datetimestamp.gmtoff","0"
"text.26.meta.id","26"
"text.26.meta.language","en"
"text.27.content","it well known vaccination best clinical approach successfully controlling covid infection understanding disparities covid vaccination apprehension among parents different societies crucial effectively implementing covid vaccination programs this observational crosssectional study carried riyadh region saudi arabia february april  the validated questionnaire shared parents children ages five eleven years the collected data analyzed using descriptive inferential statistical methods multinomial regression analysis conducted determine factors significantly affecting vaccineuse decisions of  participants  mothers ages   years  university educated  healthcare workers a large proportion parents age range – years p  higher income group p  demonstrated significant vaccine hesitancy further parents received one two vaccination doses significantly p  hesitant received two doses vaccine furthermore significantly p  high percentage parents follow ministry health moh guidelines personal preventive measures hesitant children’s vaccination concerns side effects  lack safety data  covid vaccines two significant reasons parents develop vaccine hesitancy social media  poor perceived immunity  news articles  top three contributors hesitancy vaccinated parents  times likely vaccinationhesitant nonvaccinated parents additionally parents less education covidpositive child home increased odds vaccine hesitancy   times respectively overall onethird parents prepared vaccinate children onequarter respondents decided vaccination this study shows parents riyadh generally reluctant vaccinate children covid as social media primary source information parents public health professionals utilize platform encourage parents support vaccine acceptance ©  authors"
